Order_Date,Product_ID,Product_Category,Buyer_Gender,Buyer_Age,Order_Location,International_Shipping,Sales_Price,Shipping_Charges,Sales_per_Unit,Quantity,Total_Sales,Rating
2024-03-15,BF1543,Clothing,Male,27,Detroit,No,100,0,100,1,100,5
2024-04-24,BF1551,Ornaments,Female,24,Memphis,No,15,0,15,1,15,5
2024-05-16,BF1548,Clothing,Female,28,Portland,No,65,0,65,1,65,2
2024-05-13,BF1550,Clothing,Male,18,Miami,No,97,0,97,3,291,4
2024-03-13,BF1549,Clothing,Male,34,Cleveland,No,130,0,130,3,390,5
2023-12-23,BF1545,Other,Male,30,Cleveland,No,10,0,10,1,10,5
2023-12-14,BF1544,Other,Male,24,Las Vegas,No,9,0,9,2,18,4
2024-03-21,BF1543,Clothing,Male,26,Memphis,No,100,0,100,4,400,2
2023-12-11,BF1554,Ornaments,Male,30,Miami,No,20,0,20,1,20,1
2024-09-14,BF1551,Ornaments,Male,18,Miami,No,15,0,15,2,30,5
2024-02-02,BF1550,Clothing,Male,21,Portland,No,97,0,97,2,194,4
2023-12-20,BF1548,Clothing,Male,22,Cardiff,Yes,65,40,105,2,210,4
2024-09-13,BF1552,Ornaments,Male,35,Las Vegas,No,45,0,45,2,90,5
2023-12-17,BF1544,Other,Male,34,San Antonio,No,9,0,9,3,27,5
2024-07-28,BF1549,Clothing,Female,25,Portland,No,130,0,130,4,520,4
2024-03-20,BF1546,Clothing,Male,20,New Jersey,No,118,0,118,1,118,4
2024-08-19,BF1548,Clothing,Male,19,Paris,Yes,65,50,115,1,115,4
2024-04-16,BF1548,Clothing,Male,21,Miami,No,65,0,65,1,65,4
2024-10-29,BF1550,Clothing,Female,27,Sacramento,No,97,0,97,1,97,3
2024-02-06,BF1551,Ornaments,Male,22,Portland,No,15,0,15,2,30,1
2024-08-05,BF1551,Ornaments,Male,23,Pittsburgh,No,15,0,15,1,15,1
2024-07-24,BF1553,Ornaments,Male,30,Paris,Yes,50,50,100,1,100,5
2023-11-08,BF1551,Ornaments,Male,21,Cleveland,No,15,0,15,1,15,4
2024-11-04,BF1548,Clothing,Female,26,Sacramento,No,65,0,65,1,65,2
2024-05-23,BF1548,Clothing,Male,26,Sacramento,No,65,0,65,1,65,5
2024-04-05,BF1543,Clothing,Female,27,New York,No,100,0,100,2,200,3
2024-10-01,BF1545,Other,Female,21,Mumbai,Yes,10,70,80,2,160,3
2024-07-17,BF1546,Clothing,Female,33,Miami,No,118,0,118,3,354,1
2023-12-07,BF1544,Other,Male,25,Miami,No,9,0,9,1,9,2
2024-06-17,BF1551,Ornaments,Male,35,London,Yes,15,40,55,4,220,5
2024-08-19,BF1545,Other,Male,23,London,Yes,10,40,50,1,50,5
2024-07-06,BF1544,Other,Male,19,Toronto,Yes,9,25,34,1,34,5
2024-06-11,BF1549,Clothing,Male,20,San Antonio,No,130,0,130,4,520,5
2023-11-24,BF1548,Clothing,Male,35,Toronto,Yes,65,25,90,1,90,5
2024-08-19,BF1552,Ornaments,Female,26,Toronto,Yes,45,25,70,1,70,2
2024-07-26,BF1548,Clothing,Male,35,San Francisco,No,65,0,65,1,65,5
2023-11-18,BF1543,Clothing,Male,22,Montreal,Yes,100,25,125,1,125,3
2024-03-26,BF1548,Clothing,Male,23,San Antonio,No,65,0,65,1,65,4
2024-08-03,BF1546,Clothing,Male,27,Manchester,Yes,118,40,158,3,474,5
2023-12-06,BF1555,Other,Male,32,New York,No,23,0,23,1,23,5
2024-04-04,BF1544,Other,Female,18,Pittsburgh,No,9,0,9,3,27,3
2024-10-06,BF1544,Other,Female,22,San Francisco,No,9,0,9,5,45,5
2024-08-17,BF1551,Ornaments,Male,30,Sydney,Yes,15,100,115,1,115,5
2024-08-30,BF1543,Clothing,Male,18,New Jersey,No,100,0,100,1,100,5
2024-03-27,BF1555,Other,Male,25,San Francisco,No,23,0,23,1,23,2
2024-04-21,BF1544,Other,Male,28,Sydney,Yes,9,100,109,1,109,5
2024-08-25,BF1544,Other,Male,25,San Antonio,No,9,0,9,3,27,5
2024-08-30,BF1550,Clothing,Male,27,Austin,No,97,0,97,2,194,3
2024-04-19,BF1543,Clothing,Male,19,Mumbai,Yes,100,70,170,1,170,4
2024-06-02,BF1543,Clothing,Female,34,New Jersey,No,100,0,100,1,100,1
2024-06-05,BF1550,Clothing,Male,27,Portland,No,97,0,97,2,194,4
2024-10-01,BF1543,Clothing,Female,30,New Delhi,Yes,100,70,170,1,170,1
2024-07-03,BF1549,Clothing,Male,20,Portland,No,130,0,130,3,390,5
2024-05-20,BF1544,Other,Male,34,San Francisco,No,9,0,9,2,18,4
2024-08-05,BF1548,Clothing,Female,18,Manchester,Yes,65,40,105,4,420,4
2024-05-13,BF1552,Ornaments,Female,23,New Jersey,No,45,0,45,1,45,5
2024-07-05,BF1549,Clothing,Male,27,Toronto,Yes,130,25,155,1,155,3
2024-04-28,BF1548,Clothing,Male,32,San Francisco,No,65,0,65,3,195,5
2024-10-02,BF1548,Clothing,Male,30,Pittsburgh,No,65,0,65,1,65,3
2023-11-27,BF1549,Clothing,Male,35,New York,No,130,0,130,3,390,5
2024-04-18,BF1543,Clothing,Male,33,Toronto,Yes,100,25,125,1,125,2
2024-03-14,BF1555,Other,Male,29,London,Yes,23,40,63,2,126,1
2024-01-25,BF1554,Ornaments,Male,32,Manchester,Yes,20,40,60,3,180,3
2024-06-29,BF1547,Ornaments,Male,24,London,Yes,32,40,72,1,72,5
2024-02-19,BF1545,Other,Female,35,Portland,No,10,0,10,1,10,2
2024-10-01,BF1548,Clothing,Female,18,San Antonio,No,65,0,65,1,65,4
2023-12-31,BF1543,Clothing,Male,26,Memphis,No,100,0,100,1,100,1
2024-03-23,BF1551,Ornaments,Male,27,San Francisco,No,15,0,15,1,15,5
2024-06-25,BF1555,Other,Male,20,San Antonio,No,23,0,23,1,23,1
2024-08-06,BF1543,Clothing,Male,19,Pittsburgh,No,100,0,100,3,300,3
2023-11-24,BF1544,Other,Male,28,London,Yes,9,40,49,1,49,1
2023-12-25,BF1551,Ornaments,Male,26,Las Vegas,No,15,0,15,2,30,4
2024-03-07,BF1547,Ornaments,Male,31,New Delhi,Yes,32,70,102,1,102,5
2024-09-24,BF1553,Ornaments,Male,24,Memphis,No,50,0,50,1,50,1
2024-10-28,BF1547,Ornaments,Female,33,New Jersey,No,32,0,32,1,32,4
2024-05-17,BF1545,Other,Male,19,New Delhi,Yes,10,70,80,3,240,5
2023-11-28,BF1548,Clothing,Male,28,New York,No,65,0,65,1,65,3
2024-02-21,BF1543,Clothing,Male,32,Miami,No,100,0,100,1,100,4
2024-10-18,BF1545,Other,Male,20,London,Yes,10,40,50,1,50,5
2024-03-20,BF1544,Other,Male,27,Miami,No,9,0,9,2,18,5
2024-04-04,BF1544,Other,Male,19,Montreal,Yes,9,25,34,1,34,4
2024-02-10,BF1551,Ornaments,Female,18,Pittsburgh,No,15,0,15,2,30,4
2024-07-10,BF1548,Clothing,Male,19,Cleveland,No,65,0,65,1,65,4
2024-06-11,BF1551,Ornaments,Male,21,Portland,No,15,0,15,1,15,5
2023-12-12,BF1547,Ornaments,Female,32,Cleveland,No,32,0,32,2,64,5
2024-06-30,BF1543,Clothing,Female,34,Miami,No,100,0,100,4,400,4
2024-05-23,BF1543,Clothing,Female,23,Miami,No,100,0,100,3,300,1
2024-03-26,BF1548,Clothing,Female,31,Las Vegas,No,65,0,65,2,130,4
2024-04-03,BF1550,Clothing,Male,31,New Delhi,Yes,97,70,167,1,167,4
2024-07-20,BF1548,Clothing,Male,35,New Jersey,No,65,0,65,4,260,4
2024-05-20,BF1544,Other,Male,34,London,Yes,9,40,49,4,196,5
2024-03-19,BF1552,Ornaments,Male,21,Pittsburgh,No,45,0,45,3,135,4
2023-12-16,BF1547,Ornaments,Male,19,New York,No,32,0,32,1,32,1
2024-07-09,BF1545,Other,Female,30,Memphis,No,10,0,10,1,10,4
2024-01-18,BF1543,Clothing,Male,27,Toronto,Yes,100,25,125,1,125,5
2024-09-16,BF1549,Clothing,Male,20,Toronto,Yes,130,25,155,1,155,2
2023-12-01,BF1552,Ornaments,Male,22,Memphis,No,45,0,45,1,45,5
2024-08-12,BF1548,Clothing,Male,28,Glasgow,Yes,65,40,105,1,105,5
2023-11-23,BF1551,Ornaments,Female,18,Portland,No,15,0,15,1,15,1
2024-01-15,BF1554,Ornaments,Male,35,Mumbai,Yes,20,70,90,1,90,4
2024-08-28,BF1545,Other,Female,27,Manchester,Yes,10,40,50,4,200,4
2024-09-11,BF1554,Ornaments,Male,34,Sydney,Yes,20,100,120,2,240,3
2024-10-31,BF1544,Other,Male,25,Pittsburgh,No,9,0,9,1,9,4
2024-01-01,BF1545,Other,Male,34,Dublin,Yes,10,40,50,1,50,4
2023-12-14,BF1548,Clothing,Male,31,Manchester,Yes,65,40,105,2,210,5
2024-07-11,BF1548,Clothing,Male,23,Sacramento,No,65,0,65,3,195,2
2024-08-04,BF1548,Clothing,Male,21,San Antonio,No,65,0,65,2,130,5
2024-10-16,BF1550,Clothing,Male,21,Memphis,No,97,0,97,2,194,4
2024-04-21,BF1551,Ornaments,Male,18,Sacramento,No,15,0,15,5,75,4
2024-08-04,BF1544,Other,Male,32,Sydney,Yes,9,100,109,2,218,1
2024-10-28,BF1550,Clothing,Female,26,Pittsburgh,No,97,0,97,1,97,1
2024-06-27,BF1548,Clothing,Female,24,Sacramento,No,65,0,65,1,65,1
2024-01-30,BF1544,Other,Male,27,Miami,No,9,0,9,1,9,5
2024-03-24,BF1543,Clothing,Male,22,San Antonio,No,100,0,100,3,300,3
2024-02-18,BF1551,Ornaments,Male,32,London,Yes,15,40,55,5,275,4
2024-07-28,BF1549,Clothing,Female,23,Detroit,No,130,0,130,4,520,4
2024-09-10,BF1544,Other,Male,34,Las Vegas,No,9,0,9,1,9,5
2024-08-23,BF1547,Ornaments,Female,29,Austin,No,32,0,32,4,128,5
2023-11-25,BF1551,Ornaments,Female,20,Pittsburgh,No,15,0,15,1,15,3
2024-07-27,BF1551,Ornaments,Female,33,San Francisco,No,15,0,15,1,15,4
2024-05-12,BF1549,Clothing,Female,18,Memphis,No,130,0,130,4,520,5
2023-11-27,BF1554,Ornaments,Male,19,Montreal,Yes,20,25,45,4,180,4
2023-12-30,BF1550,Clothing,Male,27,Pittsburgh,No,97,0,97,1,97,5
2023-12-14,BF1547,Ornaments,Female,21,Pittsburgh,No,32,0,32,2,64,3
2024-01-21,BF1548,Clothing,Male,19,Sacramento,No,65,0,65,1,65,5
2024-01-29,BF1544,Other,Male,32,Toronto,Yes,9,25,34,2,68,4
2024-01-31,BF1543,Clothing,Male,21,San Antonio,No,100,0,100,1,100,4
2024-09-20,BF1548,Clothing,Male,34,Detroit,No,65,0,65,4,260,1
2024-01-18,BF1548,Clothing,Male,35,London,Yes,65,40,105,1,105,5
2024-01-07,BF1543,Clothing,Male,18,San Antonio,No,100,0,100,1,100,4
2024-08-28,BF1554,Ornaments,Male,21,New Delhi,Yes,20,70,90,1,90,5
2023-11-11,BF1543,Clothing,Female,31,Sydney,Yes,100,100,200,1,200,4
2024-02-29,BF1554,Ornaments,Female,23,New Jersey,No,20,0,20,1,20,5
2024-10-10,BF1550,Clothing,Male,32,Cleveland,No,97,0,97,1,97,1
2024-02-16,BF1554,Ornaments,Male,34,Toronto,Yes,20,25,45,1,45,5
2024-04-21,BF1551,Ornaments,Male,23,New Jersey,No,15,0,15,1,15,1
2024-06-21,BF1546,Clothing,Female,19,San Antonio,No,118,0,118,4,472,4
2023-12-19,BF1548,Clothing,Male,21,Sacramento,No,65,0,65,1,65,3
2024-07-13,BF1546,Clothing,Male,25,Miami,No,118,0,118,4,472,3
2024-07-17,BF1554,Ornaments,Female,29,Detroit,No,20,0,20,1,20,3
2023-11-24,BF1553,Ornaments,Male,34,Detroit,No,50,0,50,5,250,2
2024-01-27,BF1544,Other,Male,24,New Jersey,No,9,0,9,2,18,5
2023-11-12,BF1549,Clothing,Male,21,Detroit,No,130,0,130,1,130,4
2024-09-15,BF1544,Other,Male,33,San Antonio,No,9,0,9,1,9,4
2023-12-11,BF1551,Ornaments,Male,35,New York,No,15,0,15,2,30,4
2024-03-04,BF1552,Ornaments,Male,18,Sacramento,No,45,0,45,1,45,4
2024-07-16,BF1548,Clothing,Female,33,Sacramento,No,65,0,65,1,65,5
2024-07-13,BF1544,Other,Male,24,Pittsburgh,No,9,0,9,1,9,2
2024-10-11,BF1544,Other,Female,24,Glasgow,Yes,9,40,49,1,49,2
2024-04-22,BF1550,Clothing,Male,27,Memphis,No,97,0,97,1,97,2
2024-05-16,BF1544,Other,Male,28,New York,No,9,0,9,1,9,3
2024-04-22,BF1545,Other,Male,26,Pittsburgh,No,10,0,10,4,40,1
2024-01-16,BF1545,Other,Male,30,Las Vegas,No,10,0,10,1,10,5
2023-12-02,BF1545,Other,Male,21,San Antonio,No,10,0,10,1,10,4
2024-02-26,BF1544,Other,Male,27,San Francisco,No,9,0,9,1,9,3
2024-05-24,BF1548,Clothing,Male,30,Miami,No,65,0,65,3,195,5
2024-06-13,BF1544,Other,Male,32,Austin,No,9,0,9,1,9,3
2024-10-11,BF1548,Clothing,Male,23,New Jersey,No,65,0,65,1,65,4
2024-05-06,BF1552,Ornaments,Male,27,Miami,No,45,0,45,1,45,5
2024-04-30,BF1545,Other,Male,24,Austin,No,10,0,10,1,10,3
2024-04-05,BF1545,Other,Male,21,Sydney,Yes,10,100,110,1,110,5
2023-12-04,BF1543,Clothing,Male,18,Toronto,Yes,100,25,125,4,500,3
2024-05-03,BF1555,Other,Female,22,Memphis,No,23,0,23,1,23,3
2024-08-21,BF1548,Clothing,Male,26,Montreal,Yes,65,25,90,1,90,4
2024-05-15,BF1548,Clothing,Male,24,Toronto,Yes,65,25,90,1,90,2
2024-03-30,BF1548,Clothing,Female,23,Detroit,No,65,0,65,1,65,5
2024-07-19,BF1548,Clothing,Male,30,Cleveland,No,65,0,65,1,65,5
2024-08-22,BF1545,Other,Male,28,Memphis,No,10,0,10,1,10,2
2024-06-28,BF1545,Other,Male,27,Pittsburgh,No,10,0,10,1,10,5
2024-04-21,BF1545,Other,Male,18,Memphis,No,10,0,10,2,20,2
2024-07-20,BF1544,Other,Female,30,San Francisco,No,9,0,9,1,9,3
2024-04-06,BF1552,Ornaments,Female,25,Toronto,Yes,45,25,70,3,210,5
2024-01-18,BF1548,Clothing,Male,25,New York,No,65,0,65,1,65,4
2024-02-05,BF1551,Ornaments,Female,24,New Jersey,No,15,0,15,1,15,3
2024-03-04,BF1551,Ornaments,Female,26,Manchester,Yes,15,40,55,1,55,4
2023-11-28,BF1548,Clothing,Male,34,Portland,No,65,0,65,1,65,4
2024-02-28,BF1545,Other,Female,29,New York,No,10,0,10,1,10,3
2024-10-27,BF1551,Ornaments,Male,24,Austin,No,15,0,15,4,60,4
2024-04-25,BF1546,Clothing,Male,25,Montreal,Yes,118,25,143,1,143,4
2024-05-03,BF1549,Clothing,Female,23,Manchester,Yes,130,40,170,4,680,5
2024-09-01,BF1548,Clothing,Male,24,Memphis,No,65,0,65,1,65,3
2024-04-14,BF1550,Clothing,Male,18,Las Vegas,No,97,0,97,1,97,4
2024-05-03,BF1548,Clothing,Male,34,San Antonio,No,65,0,65,1,65,1
2024-05-27,BF1550,Clothing,Male,26,Pittsburgh,No,97,0,97,2,194,5
2024-07-28,BF1543,Clothing,Male,19,San Antonio,No,100,0,100,1,100,4
2023-11-14,BF1548,Clothing,Male,35,Las Vegas,No,65,0,65,1,65,4
2023-12-12,BF1545,Other,Male,34,Sacramento,No,10,0,10,4,40,4
2024-06-09,BF1550,Clothing,Male,26,Austin,No,97,0,97,3,291,5
2024-06-29,BF1545,Other,Female,23,New York,No,10,0,10,1,10,1
2024-08-06,BF1550,Clothing,Male,32,Toronto,Yes,97,25,122,1,122,3
2024-04-20,BF1548,Clothing,Female,24,Miami,No,65,0,65,1,65,1
2024-02-11,BF1543,Clothing,Female,25,Pittsburgh,No,100,0,100,1,100,5
2024-09-10,BF1543,Clothing,Male,21,Sydney,Yes,100,100,200,1,200,5
2024-10-30,BF1550,Clothing,Male,33,Liverpool,Yes,97,40,137,1,137,1
2024-05-28,BF1543,Clothing,Male,30,Sydney,Yes,100,100,200,1,200,4
2023-12-22,BF1544,Other,Male,20,New York,No,9,0,9,2,18,1
2024-03-08,BF1547,Ornaments,Male,18,Detroit,No,32,0,32,1,32,4
2024-02-14,BF1552,Ornaments,Male,33,Cleveland,No,45,0,45,1,45,2
2024-10-03,BF1544,Other,Male,20,San Francisco,No,9,0,9,1,9,4
2024-03-10,BF1550,Clothing,Male,23,Memphis,No,97,0,97,1,97,3
2024-05-13,BF1548,Clothing,Male,28,San Francisco,No,65,0,65,2,130,5
2024-10-01,BF1554,Ornaments,Female,19,New Delhi,Yes,20,70,90,1,90,2
2024-02-24,BF1548,Clothing,Female,26,Manchester,Yes,65,40,105,1,105,4
2024-06-30,BF1545,Other,Male,20,Sacramento,No,10,0,10,2,20,4
2024-06-29,BF1545,Other,Female,22,Liverpool,Yes,10,40,50,1,50,3
2024-04-02,BF1547,Ornaments,Female,31,Las Vegas,No,32,0,32,2,64,5
2024-06-02,BF1554,Ornaments,Male,20,Miami,No,20,0,20,1,20,2
2024-06-04,BF1550,Clothing,Female,18,Detroit,No,97,0,97,2,194,5
2024-07-09,BF1551,Ornaments,Male,34,Sacramento,No,15,0,15,1,15,3
2024-03-22,BF1551,Ornaments,Male,34,Liverpool,Yes,15,40,55,1,55,5
2024-10-15,BF1548,Clothing,Male,19,Las Vegas,No,65,0,65,1,65,3
2024-06-28,BF1550,Clothing,Male,23,Liverpool,Yes,97,40,137,1,137,5
2024-04-01,BF1554,Ornaments,Male,22,Portland,No,20,0,20,1,20,4
2024-07-24,BF1548,Clothing,Female,19,San Antonio,No,65,0,65,1,65,3
2024-10-01,BF1546,Clothing,Male,29,Dublin,Yes,118,40,158,2,316,5
2024-09-29,BF1546,Clothing,Male,34,San Antonio,No,118,0,118,1,118,5
2024-06-06,BF1547,Ornaments,Male,31,Pittsburgh,No,32,0,32,1,32,3
2024-08-17,BF1550,Clothing,Male,19,Las Vegas,No,97,0,97,1,97,4
2023-12-12,BF1544,Other,Female,29,Pittsburgh,No,9,0,9,1,9,2
2024-07-10,BF1543,Clothing,Male,23,Portland,No,100,0,100,1,100,3
2024-07-16,BF1554,Ornaments,Male,34,New York,No,20,0,20,1,20,1
2024-06-23,BF1550,Clothing,Male,18,Las Vegas,No,97,0,97,1,97,5
2024-01-05,BF1550,Clothing,Male,19,London,Yes,97,40,137,1,137,4
2024-03-03,BF1544,Other,Male,30,Memphis,No,9,0,9,1,9,5
2024-07-19,BF1545,Other,Male,24,Montreal,Yes,10,25,35,4,140,2
2024-05-02,BF1550,Clothing,Male,22,San Francisco,No,97,0,97,1,97,4
2024-09-15,BF1548,Clothing,Male,33,Liverpool,Yes,65,40,105,1,105,4
2023-11-12,BF1551,Ornaments,Male,19,San Antonio,No,15,0,15,5,75,5
2024-03-27,BF1551,Ornaments,Male,22,Memphis,No,15,0,15,3,45,5
2024-05-28,BF1543,Clothing,Female,21,London,Yes,100,40,140,1,140,2
2024-04-04,BF1555,Other,Male,25,Montreal,Yes,23,25,48,3,144,4
2024-10-17,BF1547,Ornaments,Female,20,Detroit,No,32,0,32,1,32,5
2024-10-14,BF1548,Clothing,Male,34,New Jersey,No,65,0,65,2,130,3
2024-08-30,BF1544,Other,Male,27,Portland,No,9,0,9,1,9,5
2024-09-16,BF1550,Clothing,Male,32,Detroit,No,97,0,97,1,97,5
2024-10-05,BF1551,Ornaments,Male,34,Austin,No,15,0,15,1,15,5
2024-02-18,BF1551,Ornaments,Female,21,Sacramento,No,15,0,15,1,15,4
2023-12-26,BF1546,Clothing,Male,21,Portland,No,118,0,118,1,118,5
2024-03-22,BF1548,Clothing,Female,20,Cardiff,Yes,65,40,105,1,105,5
2024-04-04,BF1546,Clothing,Male,30,New Delhi,Yes,118,70,188,4,752,1
2023-11-12,BF1548,Clothing,Female,18,San Francisco,No,65,0,65,4,260,4
2024-10-17,BF1544,Other,Male,27,Sacramento,No,9,0,9,1,9,4
2024-05-07,BF1554,Ornaments,Male,31,Pittsburgh,No,20,0,20,2,40,2
2024-07-05,BF1552,Ornaments,Male,33,San Antonio,No,45,0,45,5,225,2
2024-05-25,BF1551,Ornaments,Male,25,Detroit,No,15,0,15,1,15,4
2023-11-19,BF1544,Other,Female,23,London,Yes,9,40,49,4,196,5
2024-01-23,BF1551,Ornaments,Male,30,Austin,No,15,0,15,2,30,5
2024-06-28,BF1548,Clothing,Female,21,New York,No,65,0,65,1,65,1
2024-05-16,BF1543,Clothing,Male,33,Cardiff,Yes,100,40,140,2,280,3
2024-07-12,BF1551,Ornaments,Male,35,New Delhi,Yes,15,70,85,1,85,3
2024-09-29,BF1551,Ornaments,Female,28,Austin,No,15,0,15,1,15,5
2024-10-02,BF1546,Clothing,Male,29,Pittsburgh,No,118,0,118,1,118,1
2024-10-05,BF1555,Other,Female,26,Liverpool,Yes,23,40,63,1,63,5
2024-05-26,BF1548,Clothing,Male,28,Manchester,Yes,65,40,105,1,105,1
2024-08-29,BF1554,Ornaments,Female,28,New Jersey,No,20,0,20,1,20,4
2024-04-28,BF1543,Clothing,Male,31,Montreal,Yes,100,25,125,4,500,2
2024-06-19,BF1546,Clothing,Male,35,Dublin,Yes,118,40,158,1,158,4
2024-10-12,BF1548,Clothing,Male,28,San Francisco,No,65,0,65,2,130,5
2024-01-12,BF1555,Other,Female,22,Portland,No,23,0,23,4,92,5
2024-10-31,BF1548,Clothing,Male,29,San Antonio,No,65,0,65,1,65,5
2024-07-25,BF1544,Other,Male,35,Pittsburgh,No,9,0,9,1,9,3
2024-06-19,BF1550,Clothing,Female,35,San Francisco,No,97,0,97,1,97,5
2024-04-20,BF1544,Other,Male,29,San Antonio,No,9,0,9,2,18,4
2024-02-04,BF1551,Ornaments,Male,30,San Antonio,No,15,0,15,2,30,1
2024-09-16,BF1550,Clothing,Male,18,Memphis,No,97,0,97,1,97,2
2024-10-23,BF1550,Clothing,Female,32,New Jersey,No,97,0,97,1,97,3
2024-07-28,BF1551,Ornaments,Female,18,Cleveland,No,15,0,15,2,30,5
2024-06-17,BF1548,Clothing,Male,35,San Antonio,No,65,0,65,1,65,2
2024-02-21,BF1548,Clothing,Male,18,San Antonio,No,65,0,65,1,65,5
2023-12-10,BF1554,Ornaments,Male,30,Sacramento,No,20,0,20,1,20,3
2024-09-11,BF1548,Clothing,Female,20,Cleveland,No,65,0,65,1,65,4
2024-10-05,BF1544,Other,Male,27,Las Vegas,No,9,0,9,4,36,4
2024-10-02,BF1548,Clothing,Male,23,Pittsburgh,No,65,0,65,4,260,5
2023-12-26,BF1543,Clothing,Male,26,San Antonio,No,100,0,100,1,100,4
2024-03-13,BF1551,Ornaments,Male,19,New York,No,15,0,15,1,15,4
2024-01-26,BF1546,Clothing,Male,32,Miami,No,118,0,118,1,118,4
2024-04-14,BF1550,Clothing,Male,21,Pittsburgh,No,97,0,97,1,97,3
2024-01-25,BF1550,Clothing,Female,31,Liverpool,Yes,97,40,137,3,411,4
2023-12-26,BF1549,Clothing,Male,28,Memphis,No,130,0,130,1,130,1
2024-01-31,BF1551,Ornaments,Female,22,San Francisco,No,15,0,15,5,75,5
2024-02-29,BF1548,Clothing,Female,28,San Francisco,No,65,0,65,1,65,5
2024-05-03,BF1548,Clothing,Male,26,New York,No,65,0,65,2,130,1
2024-02-22,BF1548,Clothing,Male,24,Manchester,Yes,65,40,105,1,105,4
2023-12-23,BF1549,Clothing,Female,27,Manchester,Yes,130,40,170,1,170,2
2024-04-29,BF1548,Clothing,Male,24,Glasgow,Yes,65,40,105,2,210,4
2024-07-18,BF1548,Clothing,Male,25,Sacramento,No,65,0,65,3,195,2
2023-11-25,BF1543,Clothing,Male,34,Toronto,Yes,100,25,125,1,125,2
2024-07-01,BF1543,Clothing,Male,24,San Antonio,No,100,0,100,1,100,5
2024-08-27,BF1554,Ornaments,Male,27,Liverpool,Yes,20,40,60,5,300,5
2024-04-11,BF1553,Ornaments,Male,19,Detroit,No,50,0,50,1,50,1
2024-10-08,BF1543,Clothing,Female,26,New Jersey,No,100,0,100,1,100,4
2024-06-19,BF1548,Clothing,Female,32,Paris,Yes,65,50,115,1,115,5
2024-10-13,BF1548,Clothing,Male,27,San Antonio,No,65,0,65,2,130,5
2024-07-22,BF1550,Clothing,Female,33,San Antonio,No,97,0,97,2,194,2
2024-02-20,BF1544,Other,Male,26,Manchester,Yes,9,40,49,1,49,5
2024-07-12,BF1548,Clothing,Male,25,Memphis,No,65,0,65,1,65,4
2024-05-04,BF1549,Clothing,Female,31,Miami,No,130,0,130,1,130,3
2024-04-25,BF1552,Ornaments,Female,30,Miami,No,45,0,45,1,45,3
2024-08-12,BF1546,Clothing,Male,34,San Francisco,No,118,0,118,2,236,2
2024-07-02,BF1545,Other,Male,21,Manchester,Yes,10,40,50,2,100,1
2023-12-17,BF1545,Other,Male,32,Miami,No,10,0,10,2,20,4
2023-12-26,BF1548,Clothing,Male,22,Detroit,No,65,0,65,4,260,3
2023-11-17,BF1554,Ornaments,Female,25,New York,No,20,0,20,1,20,5
2023-11-25,BF1546,Clothing,Male,21,Pittsburgh,No,118,0,118,1,118,1
2024-02-02,BF1543,Clothing,Male,27,Manchester,Yes,100,40,140,1,140,5
2024-10-22,BF1548,Clothing,Male,22,New Jersey,No,65,0,65,5,325,4
2024-06-23,BF1544,Other,Male,33,Cleveland,No,9,0,9,4,36,4
2023-12-25,BF1545,Other,Male,34,Paris,Yes,10,50,60,1,60,1
2024-09-22,BF1549,Clothing,Male,18,San Francisco,No,130,0,130,1,130,3
2024-08-21,BF1551,Ornaments,Female,23,Liverpool,Yes,15,40,55,1,55,4
2024-09-11,BF1546,Clothing,Male,25,New Delhi,Yes,118,70,188,2,376,4
2024-09-04,BF1546,Clothing,Female,35,San Francisco,No,118,0,118,1,118,1
2024-03-04,BF1551,Ornaments,Male,29,Sydney,Yes,15,100,115,1,115,4
2024-02-18,BF1548,Clothing,Female,33,New Jersey,No,65,0,65,4,260,2
2024-01-19,BF1548,Clothing,Male,28,New Jersey,No,65,0,65,1,65,3
2024-01-01,BF1547,Ornaments,Male,19,Detroit,No,32,0,32,1,32,5
2024-07-07,BF1550,Clothing,Male,31,Memphis,No,97,0,97,1,97,1
2024-01-03,BF1548,Clothing,Female,27,Las Vegas,No,65,0,65,3,195,5
2024-07-05,BF1551,Ornaments,Female,32,Dublin,Yes,15,40,55,1,55,3
2024-08-24,BF1551,Ornaments,Male,24,Las Vegas,No,15,0,15,1,15,5
2023-12-16,BF1550,Clothing,Male,28,Las Vegas,No,97,0,97,1,97,4
2024-10-16,BF1554,Ornaments,Male,23,Detroit,No,20,0,20,1,20,4
2024-03-24,BF1547,Ornaments,Male,21,Portland,No,32,0,32,1,32,4
2024-03-29,BF1550,Clothing,Male,33,Las Vegas,No,97,0,97,3,291,1
2024-09-22,BF1543,Clothing,Male,18,Sacramento,No,100,0,100,1,100,4
2024-05-29,BF1548,Clothing,Male,33,New York,No,65,0,65,2,130,4
2024-06-12,BF1544,Other,Male,19,Toronto,Yes,9,25,34,1,34,1
2024-08-06,BF1552,Ornaments,Male,18,Sydney,Yes,45,100,145,2,290,4
2023-11-21,BF1551,Ornaments,Female,29,London,Yes,15,40,55,3,165,4
2023-12-31,BF1545,Other,Male,26,London,Yes,10,40,50,1,50,5
2024-05-06,BF1546,Clothing,Male,31,New Delhi,Yes,118,70,188,1,188,5
2024-07-20,BF1551,Ornaments,Male,27,San Francisco,No,15,0,15,1,15,1
2024-01-09,BF1547,Ornaments,Female,20,Toronto,Yes,32,25,57,1,57,3
