,Order ID,Order Date,Product ID,Product Category,Buyer Gender,Buyer Age,Order Location,International Shipping,Sales Price,Shipping Charges,Sales per Unit,Quantity,Total Sales,Rating,Review
2232,148690,2024-09-24,BF1550,Clothing,Male,33,New Jersey,No,97,0,97,1,97,4,The Product exhibits good design.
2233,126373,2023-11-16,BF1552,Ornaments,Male,34,Manchester,Yes,45,40,85,2,170,2,"Unfortunately, the delivery was late."
2234,171711,2024-05-02,BF1549,Clothing,Male,21,Toronto,Yes,130,25,155,1,155,4,Lack of delivery delays is greatly appreciated.
2235,181472,2023-12-15,BF1551,Ornaments,Male,34,Portland,No,15,0,15,1,15,5,Premium quality as usual.
2236,181333,2023-11-25,BF1550,Clothing,Male,21,Sydney,Yes,97,100,197,1,197,5,Discount deals was greatly appreciated.
2237,166689,2023-11-07,BF1555,Other,Male,22,Sydney,Yes,23,100,123,1,123,3,Had slight delays but the product was in good shape.
2238,167605,2024-01-18,BF1545,Other,Male,32,Montreal,Yes,10,25,35,1,35,4,Premium quality as usual.
2239,199415,2024-07-04,BF1543,Clothing,Female,23,Liverpool,Yes,100,40,140,1,140,4,The product was delivered quickly.
2240,197188,2024-04-28,BF1548,Clothing,Male,29,San Francisco,No,65,0,65,1,65,2,The product had poor quality.
2241,155393,2024-08-16,BF1550,Clothing,Male,18,Sacramento,No,97,0,97,1,97,5,Incredible detailing was clearly evident.
2242,184956,2024-07-09,BF1549,Clothing,Male,27,New Delhi,Yes,130,70,200,2,400,4,The product was affordable here compared to other brands.
2243,178425,2024-06-03,BF1544,Other,Male,22,Mumbai,Yes,9,70,79,1,79,1,Waste of Money.
2244,128743,2024-03-02,BF1545,Other,Female,20,San Francisco,No,10,0,10,1,10,4,Great design is one of the major positives of this product.
2245,198984,2024-08-16,BF1548,Clothing,Female,18,Portland,No,65,0,65,1,65,1,Never buying from here again.
2246,126190,2024-09-27,BF1548,Clothing,Male,27,San Antonio,No,65,0,65,1,65,5,Great design is one of the major positives of this product.
2247,155856,2024-04-02,BF1548,Clothing,Male,25,Sydney,Yes,65,100,165,2,330,5,Lack of delivery delays is greatly appreciated.
2248,125934,2024-10-23,BF1550,Clothing,Male,25,New Jersey,No,97,0,97,2,194,1,The promotion quality does not match the product
2249,141032,2024-07-08,BF1548,Clothing,Male,22,Pittsburgh,No,65,0,65,1,65,5,Exquisite craftsmanship here is absolutely appreciated.
2250,189132,2024-07-24,BF1543,Clothing,Male,21,Austin,No,100,0,100,3,300,5,The product was delivered quickly.
2251,133449,2024-09-12,BF1552,Ornaments,Male,22,New Jersey,No,45,0,45,1,45,5,Exquisite craftsmanship here is absolutely appreciated.
2252,190396,2024-07-08,BF1546,Clothing,Male,20,Las Vegas,No,118,0,118,1,118,5,The product was delivered quickly.
2253,128573,2023-12-04,BF1544,Other,Female,23,Cleveland,No,9,0,9,1,9,5,Lack of delivery delays is greatly appreciated.
2254,177785,2024-05-19,BF1554,Ornaments,Male,35,Montreal,Yes,20,25,45,5,225,4,The delivery team handled the product with care.
2255,197666,2024-07-16,BF1553,Ornaments,Male,32,San Francisco,No,50,0,50,1,50,5,Exquisite craftsmanship here is absolutely appreciated.
2256,140911,2023-11-21,BF1551,Ornaments,Male,29,Pittsburgh,No,15,0,15,1,15,5,Incredible detailing was clearly evident.
2257,122105,2024-10-25,BF1548,Clothing,Male,22,Miami,No,65,0,65,1,65,4,The product was delivered quickly.
2258,165639,2024-02-15,BF1554,Ornaments,Male,18,New Jersey,No,20,0,20,1,20,5,Discount deals was greatly appreciated.
2259,180999,2024-02-17,BF1555,Other,Male,29,Las Vegas,No,23,0,23,3,69,4,Lack of delivery delays is greatly appreciated.
2260,142167,2024-03-06,BF1551,Ornaments,Male,31,Mumbai,Yes,15,70,85,1,85,5,Lack of delivery delays is greatly appreciated.
2261,156589,2023-11-22,BF1551,Ornaments,Male,27,Detroit,No,15,0,15,1,15,4,The Product exhibits good design.
2262,150446,2024-09-15,BF1551,Ornaments,Female,25,Miami,No,15,0,15,1,15,2,Careless handling by the delivery team.
2263,173373,2024-06-24,BF1543,Clothing,Female,20,Detroit,No,100,0,100,1,100,1,Waste of Money.
2264,180301,2024-10-03,BF1548,Clothing,Male,34,Cardiff,Yes,65,40,105,3,315,4,Premium quality as usual.
2265,163259,2024-07-08,BF1547,Ornaments,Male,24,Portland,No,32,0,32,3,96,4,The product was affordable here compared to other brands.
2266,156008,2024-08-09,BF1543,Clothing,Male,24,Austin,No,100,0,100,1,100,3,Not as expected.
2267,143876,2024-07-07,BF1549,Clothing,Male,25,Portland,No,130,0,130,1,130,4,The delivery team handled the product with care.
2268,131957,2024-09-11,BF1546,Clothing,Male,26,New York,No,118,0,118,1,118,4,Exquisite craftsmanship here is absolutely appreciated.
2269,163577,2024-05-26,BF1545,Other,Male,19,Portland,No,10,0,10,3,30,4,Exquisite craftsmanship here is absolutely appreciated.
2270,176196,2023-11-05,BF1551,Ornaments,Male,25,Sacramento,No,15,0,15,1,15,1,Careless handling by the delivery team.
2271,152432,2024-04-27,BF1550,Clothing,Male,21,San Francisco,No,97,0,97,1,97,5,The Product exhibits good design.
2272,169404,2024-10-14,BF1549,Clothing,Male,25,San Antonio,No,130,0,130,1,130,5,Discount deals was greatly appreciated.
2273,183781,2023-12-09,BF1545,Other,Male,32,Las Vegas,No,10,0,10,1,10,5,Great design is one of the major positives of this product.
2274,185046,2024-01-01,BF1554,Ornaments,Male,34,San Antonio,No,20,0,20,1,20,5,Premium quality as usual.
2275,169637,2024-09-09,BF1548,Clothing,Male,34,Toronto,Yes,65,25,90,1,90,5,Lack of delivery delays is greatly appreciated.
2276,122281,2024-02-29,BF1549,Clothing,Female,24,Portland,No,130,0,130,1,130,4,The product had excellent quality.
2277,122196,2023-12-24,BF1551,Ornaments,Male,35,San Francisco,No,15,0,15,1,15,4,Discount deals was greatly appreciated.
2278,193373,2024-05-08,BF1546,Clothing,Male,32,Las Vegas,No,118,0,118,2,236,5,Premium quality as usual.
2279,145683,2024-09-04,BF1555,Other,Male,24,Liverpool,Yes,23,40,63,1,63,5,The product was delivered quickly.
2280,143435,2024-09-23,BF1545,Other,Female,33,Miami,No,10,0,10,1,10,4,The product was affordable here compared to other brands.
2281,164402,2024-05-28,BF1548,Clothing,Male,26,Cleveland,No,65,0,65,1,65,4,The product was delivered quickly.
2282,147113,2024-08-04,BF1543,Clothing,Male,19,Cardiff,Yes,100,40,140,1,140,4,Great design is one of the major positives of this product.
2283,152219,2024-02-04,BF1548,Clothing,Female,21,New Delhi,Yes,65,70,135,1,135,5,The Product exhibits good design.
2284,182430,2024-01-04,BF1548,Clothing,Male,29,San Francisco,No,65,0,65,2,130,5,The Product exhibits good design.
2285,120434,2023-12-27,BF1550,Clothing,Male,34,Las Vegas,No,97,0,97,1,97,3,The handling was questionable but incurred only minute damages.
2286,168757,2024-08-30,BF1550,Clothing,Male,21,Miami,No,97,0,97,1,97,3,Expected much better
2287,166863,2024-04-20,BF1550,Clothing,Female,35,Montreal,Yes,97,25,122,1,122,1,Low quality products are a usual here these days.
2288,188240,2023-12-14,BF1546,Clothing,Male,33,Detroit,No,118,0,118,1,118,4,Lack of delivery delays is greatly appreciated.
2289,158509,2024-02-23,BF1548,Clothing,Male,29,Las Vegas,No,65,0,65,1,65,1,Low quality products are a usual here these days.
2290,194787,2023-12-28,BF1548,Clothing,Male,28,New Jersey,No,65,0,65,5,325,5,Premium quality as usual.
2291,169185,2024-03-25,BF1546,Clothing,Female,30,Las Vegas,No,118,0,118,1,118,3,Had slight delays but the product was in good shape.
2292,176058,2024-09-24,BF1543,Clothing,Male,23,New York,No,100,0,100,1,100,5,The Product exhibits good design.
2293,195469,2024-07-01,BF1552,Ornaments,Female,27,Detroit,No,45,0,45,1,45,1,Clear delays in delivery.
2294,139445,2023-11-11,BF1546,Clothing,Female,23,Austin,No,118,0,118,1,118,5,The product was affordable here compared to other brands.
2295,169823,2024-09-23,BF1554,Ornaments,Female,24,New Jersey,No,20,0,20,5,100,4,The delivery team handled the product with care.
2296,178133,2024-07-23,BF1548,Clothing,Male,21,New Delhi,Yes,65,70,135,1,135,1,There is clear evidence of subpar detailing.
2297,153699,2024-09-03,BF1548,Clothing,Male,31,Memphis,No,65,0,65,1,65,5,The delivery team handled the product with care.
2298,150823,2024-05-27,BF1544,Other,Female,35,New York,No,9,0,9,1,9,5,The Product exhibits good design.
2299,187581,2024-06-05,BF1550,Clothing,Female,23,Austin,No,97,0,97,2,194,5,The product was delivered quickly.
2300,143980,2024-01-31,BF1551,Ornaments,Male,30,San Antonio,No,15,0,15,2,30,2,Clear delays in delivery.
2301,121316,2023-11-17,BF1553,Ornaments,Male,19,Portland,No,50,0,50,2,100,4,The product had excellent quality.
2302,143951,2024-10-21,BF1549,Clothing,Male,25,Detroit,No,130,0,130,2,260,4,The product was delivered quickly.
2303,180403,2024-05-07,BF1545,Other,Male,26,Detroit,No,10,0,10,1,10,4,The product had excellent quality.
2304,144664,2023-12-04,BF1543,Clothing,Male,33,London,Yes,100,40,140,1,140,5,Premium quality as usual.
2305,183820,2024-09-30,BF1552,Ornaments,Male,20,Cleveland,No,45,0,45,3,135,5,The product had excellent quality.
2306,140764,2024-04-11,BF1548,Clothing,Male,22,Pittsburgh,No,65,0,65,1,65,4,Exquisite craftsmanship here is absolutely appreciated.
2307,134041,2024-02-26,BF1552,Ornaments,Male,35,Las Vegas,No,45,0,45,1,45,5,The product was affordable here compared to other brands.
2308,125866,2024-05-27,BF1548,Clothing,Female,18,Sacramento,No,65,0,65,1,65,1,The product is not as advertised.
2309,128991,2024-01-27,BF1543,Clothing,Female,22,Memphis,No,100,0,100,1,100,3,Expected much better
2310,128898,2023-12-27,BF1554,Ornaments,Male,34,Sacramento,No,20,0,20,1,20,5,Premium quality as usual.
2311,155950,2024-02-09,BF1548,Clothing,Male,28,Detroit,No,65,0,65,1,65,3,Expected much better
2312,189334,2024-05-26,BF1543,Clothing,Male,28,Detroit,No,100,0,100,1,100,1,"Unfortunately, the delivery was late."
2313,143314,2023-12-15,BF1554,Ornaments,Male,27,Memphis,No,20,0,20,1,20,1,"Unfortunately, the delivery was late."
2314,167228,2024-09-30,BF1543,Clothing,Male,20,Sacramento,No,100,0,100,1,100,3,The handling was questionable but incurred only minute damages.
2315,153917,2024-04-24,BF1550,Clothing,Male,18,London,Yes,97,40,137,1,137,5,Incredible detailing was clearly evident.
2316,171352,2024-10-10,BF1551,Ornaments,Male,32,Pittsburgh,No,15,0,15,1,15,5,Incredible detailing was clearly evident.
2317,197519,2024-01-25,BF1544,Other,Male,29,New Delhi,Yes,9,70,79,1,79,4,Great design is one of the major positives of this product.
2318,121322,2023-11-23,BF1554,Ornaments,Male,32,Portland,No,20,0,20,1,20,3,Not as expected.
2319,151627,2024-07-20,BF1543,Clothing,Female,18,Pittsburgh,No,100,0,100,1,100,3,The handling was questionable but incurred only minute damages.
2320,144101,2023-11-11,BF1551,Ornaments,Female,31,Sydney,Yes,15,100,115,1,115,3,It was ok.
2321,174736,2024-01-26,BF1548,Clothing,Male,28,Sacramento,No,65,0,65,1,65,4,The delivery team handled the product with care.
2322,131798,2024-03-14,BF1552,Ornaments,Male,31,New Jersey,No,45,0,45,1,45,5,The Product exhibits good design.
2323,143857,2024-06-26,BF1548,Clothing,Female,30,San Francisco,No,65,0,65,1,65,3,Had slight delays but the product was in good shape.
2324,157483,2024-08-21,BF1548,Clothing,Male,21,Miami,No,65,0,65,1,65,4,Great design is one of the major positives of this product.
2325,140027,2024-10-28,BF1550,Clothing,Male,27,Portland,No,97,0,97,3,291,4,Discount deals was greatly appreciated.
2326,138153,2024-04-18,BF1551,Ornaments,Male,19,Austin,No,15,0,15,1,15,4,Premium quality as usual.
2327,179072,2024-08-26,BF1550,Clothing,Male,32,Detroit,No,97,0,97,1,97,5,Premium quality as usual.
2328,185921,2024-05-25,BF1554,Ornaments,Female,26,Paris,Yes,20,50,70,1,70,5,The delivery team handled the product with care.
2329,195757,2023-11-22,BF1549,Clothing,Male,19,Cleveland,No,130,0,130,1,130,4,The product was delivered quickly.
2330,143307,2024-07-05,BF1549,Clothing,Male,21,Sacramento,No,130,0,130,1,130,3,Nothing too special.
2331,130982,2024-02-12,BF1549,Clothing,Female,20,Detroit,No,130,0,130,1,130,4,Premium quality as usual.
2332,193775,2023-12-27,BF1551,Ornaments,Female,32,Cleveland,No,15,0,15,5,75,4,Discount deals was greatly appreciated.
2333,154430,2024-02-04,BF1544,Other,Male,18,Detroit,No,9,0,9,4,36,1,The promotion quality does not match the product
2334,120890,2024-01-21,BF1548,Clothing,Male,22,New Jersey,No,65,0,65,1,65,4,Premium quality as usual.
2335,142165,2024-06-09,BF1546,Clothing,Male,26,Toronto,Yes,118,25,143,1,143,1,Careless handling by the delivery team.
2336,135320,2024-04-12,BF1548,Clothing,Male,29,Manchester,Yes,65,40,105,1,105,3,Expected much better
2337,151455,2024-02-03,BF1553,Ornaments,Female,30,Cleveland,No,50,0,50,1,50,1,There is clear evidence of subpar detailing.
2338,136469,2024-04-04,BF1550,Clothing,Male,19,Las Vegas,No,97,0,97,1,97,2,Never buying from here again.
2339,125165,2024-09-06,BF1550,Clothing,Male,35,San Francisco,No,97,0,97,1,97,1,Never buying from here again.
2340,175411,2024-05-14,BF1551,Ornaments,Male,19,Miami,No,15,0,15,1,15,4,The delivery team handled the product with care.
2341,149443,2023-11-20,BF1547,Ornaments,Male,22,San Francisco,No,32,0,32,1,32,1,The promotion quality does not match the product
2342,180790,2024-02-01,BF1544,Other,Male,33,Manchester,Yes,9,40,49,1,49,1,Waste of Money.
2343,124769,2024-05-26,BF1548,Clothing,Female,22,New York,No,65,0,65,1,65,1,The product is not as advertised.
2344,133965,2024-01-10,BF1551,Ornaments,Male,35,San Antonio,No,15,0,15,2,30,3,Expected much better
2345,196490,2024-08-05,BF1546,Clothing,Female,18,New Jersey,No,118,0,118,1,118,5,The Product exhibits good design.
2346,190706,2024-06-12,BF1546,Clothing,Female,30,Detroit,No,118,0,118,1,118,5,Lack of delivery delays is greatly appreciated.
2347,182881,2024-08-06,BF1544,Other,Male,24,Las Vegas,No,9,0,9,1,9,5,Great design is one of the major positives of this product.
2348,188884,2024-05-25,BF1551,Ornaments,Female,24,Portland,No,15,0,15,1,15,4,The product was delivered quickly.
2349,135827,2023-11-07,BF1550,Clothing,Male,18,New York,No,97,0,97,1,97,4,Great design is one of the major positives of this product.
2350,188609,2024-02-28,BF1547,Ornaments,Male,29,Miami,No,32,0,32,1,32,3,The handling was questionable but incurred only minute damages.
2351,165754,2024-10-20,BF1551,Ornaments,Male,27,New Jersey,No,15,0,15,3,45,4,Discount deals was greatly appreciated.
2352,137287,2024-05-23,BF1548,Clothing,Male,31,Las Vegas,No,65,0,65,2,130,3,It was ok.
2353,178507,2024-06-10,BF1544,Other,Male,21,Manchester,Yes,9,40,49,2,98,4,Incredible detailing was clearly evident.
2354,126500,2024-03-25,BF1544,Other,Male,19,New York,No,9,0,9,1,9,4,Incredible detailing was clearly evident.
2355,176703,2024-04-05,BF1546,Clothing,Male,28,San Francisco,No,118,0,118,1,118,4,Incredible detailing was clearly evident.
2356,138907,2024-04-18,BF1550,Clothing,Female,31,Sacramento,No,97,0,97,2,194,5,The product was affordable here compared to other brands.
2357,130553,2023-12-04,BF1550,Clothing,Male,31,Cardiff,Yes,97,40,137,1,137,1,The product had an underwhelming design.
2358,174320,2024-03-05,BF1545,Other,Male,23,Pittsburgh,No,10,0,10,2,20,4,Premium quality as usual.
2359,136104,2024-03-03,BF1550,Clothing,Male,35,Portland,No,97,0,97,1,97,2,The promotion quality does not match the product
2360,180506,2024-06-24,BF1545,Other,Male,32,London,Yes,10,40,50,2,100,1,The product is not as advertised.
2361,152398,2024-02-17,BF1544,Other,Male,24,Austin,No,9,0,9,3,27,1,The product had an underwhelming design.
2362,155159,2024-08-07,BF1544,Other,Male,28,Sacramento,No,9,0,9,1,9,4,The delivery team handled the product with care.
2363,198302,2024-02-20,BF1545,Other,Male,19,Austin,No,10,0,10,1,10,4,Incredible detailing was clearly evident.
2364,169391,2024-01-12,BF1544,Other,Male,35,Sacramento,No,9,0,9,1,9,5,Exquisite craftsmanship here is absolutely appreciated.
2365,168278,2024-01-14,BF1544,Other,Female,32,San Antonio,No,9,0,9,4,36,5,Premium quality as usual.
2366,171627,2024-06-26,BF1544,Other,Male,27,New Delhi,Yes,9,70,79,2,158,1,Clear delays in delivery.
2367,165352,2024-06-23,BF1544,Other,Male,26,Sacramento,No,9,0,9,1,9,5,Incredible detailing was clearly evident.
2368,143177,2023-12-29,BF1548,Clothing,Male,28,Detroit,No,65,0,65,2,130,4,Incredible detailing was clearly evident.
2369,198836,2024-08-12,BF1554,Ornaments,Female,29,New York,No,20,0,20,3,60,5,Exquisite craftsmanship here is absolutely appreciated.
2370,129883,2024-01-23,BF1551,Ornaments,Female,24,New Jersey,No,15,0,15,1,15,4,The product had excellent quality.
2371,186122,2024-04-21,BF1548,Clothing,Female,20,Miami,No,65,0,65,2,130,3,Had slight delays but the product was in good shape.
2372,145176,2024-01-16,BF1546,Clothing,Female,34,New Delhi,Yes,118,70,188,2,376,4,The delivery team handled the product with care.
2373,130364,2023-11-06,BF1554,Ornaments,Female,29,San Francisco,No,20,0,20,2,40,2,Never buying from here again.
2374,155757,2023-11-17,BF1554,Ornaments,Male,25,New York,No,20,0,20,1,20,5,Premium quality as usual.
2375,129786,2024-03-01,BF1554,Ornaments,Male,27,Pittsburgh,No,20,0,20,4,80,5,The product was delivered quickly.
2376,160960,2024-03-05,BF1543,Clothing,Female,21,Toronto,Yes,100,25,125,1,125,2,The product is not as advertised.
2377,186642,2024-04-27,BF1547,Ornaments,Female,19,New Delhi,Yes,32,70,102,4,408,4,The Product exhibits good design.
2378,180021,2023-11-10,BF1553,Ornaments,Female,34,Detroit,No,50,0,50,4,200,2,The product is not as advertised.
2379,199670,2024-08-27,BF1554,Ornaments,Male,19,Miami,No,20,0,20,2,40,4,Incredible detailing was clearly evident.
2380,160608,2024-01-23,BF1550,Clothing,Male,28,Montreal,Yes,97,25,122,1,122,2,Low quality products are a usual here these days.
2381,187500,2024-04-01,BF1551,Ornaments,Female,22,Cleveland,No,15,0,15,2,30,4,The delivery team handled the product with care.
2382,184792,2024-04-17,BF1548,Clothing,Male,35,San Francisco,No,65,0,65,1,65,1,Never buying from here again.
2383,176348,2024-02-19,BF1544,Other,Male,35,Memphis,No,9,0,9,1,9,5,The product had excellent quality.
2384,148134,2024-06-01,BF1550,Clothing,Female,20,Portland,No,97,0,97,2,194,5,Discount deals was greatly appreciated.
2385,199530,2023-12-19,BF1552,Ornaments,Male,23,Portland,No,45,0,45,1,45,5,The product had excellent quality.
2386,199648,2024-05-26,BF1548,Clothing,Female,24,Portland,No,65,0,65,1,65,4,Great design is one of the major positives of this product.
2387,165424,2023-12-23,BF1550,Clothing,Male,35,Miami,No,97,0,97,4,388,4,Incredible detailing was clearly evident.
2388,197655,2024-05-04,BF1548,Clothing,Male,30,New Jersey,No,65,0,65,1,65,4,Incredible detailing was clearly evident.
2389,149654,2024-09-21,BF1550,Clothing,Male,30,Portland,No,97,0,97,1,97,1,There is clear evidence of subpar detailing.
2390,152849,2024-02-15,BF1543,Clothing,Male,27,Pittsburgh,No,100,0,100,1,100,5,Great design is one of the major positives of this product.
2391,167902,2023-12-06,BF1548,Clothing,Male,35,Montreal,Yes,65,25,90,2,180,4,Lack of delivery delays is greatly appreciated.
2392,188480,2024-06-03,BF1552,Ornaments,Male,22,Paris,Yes,45,50,95,1,95,5,Great design is one of the major positives of this product.
2393,149032,2024-05-20,BF1548,Clothing,Male,29,Cleveland,No,65,0,65,1,65,3,It was ok.
2394,152434,2024-01-01,BF1544,Other,Female,24,San Antonio,No,9,0,9,1,9,1,The product had poor quality.
2395,128697,2024-09-12,BF1551,Ornaments,Male,23,Montreal,Yes,15,25,40,2,80,4,The Product exhibits good design.
2396,149263,2024-07-15,BF1552,Ornaments,Female,19,Glasgow,Yes,45,40,85,1,85,1,Waste of Money.
2397,140880,2024-01-03,BF1551,Ornaments,Female,21,Sydney,Yes,15,100,115,5,575,4,Lack of delivery delays is greatly appreciated.
2398,158280,2024-06-25,BF1543,Clothing,Female,29,New York,No,100,0,100,1,100,3,The handling was questionable but incurred only minute damages.
2399,173232,2024-04-03,BF1545,Other,Male,31,Cleveland,No,10,0,10,1,10,1,Low quality products are a usual here these days.
2400,165380,2024-11-01,BF1551,Ornaments,Male,26,Miami,No,15,0,15,1,15,1,There is clear evidence of subpar detailing.
2401,170208,2024-07-28,BF1550,Clothing,Male,30,Portland,No,97,0,97,1,97,4,Premium quality as usual.
2402,182885,2024-09-07,BF1554,Ornaments,Male,28,Sacramento,No,20,0,20,5,100,2,Careless handling by the delivery team.
2403,139367,2024-08-16,BF1551,Ornaments,Female,32,Las Vegas,No,15,0,15,1,15,4,Incredible detailing was clearly evident.
2404,185391,2024-01-15,BF1544,Other,Male,28,Portland,No,9,0,9,1,9,5,The product was affordable here compared to other brands.
2405,137955,2024-05-26,BF1554,Ornaments,Male,35,San Antonio,No,20,0,20,5,100,2,The promotion quality does not match the product
2406,127699,2024-05-08,BF1550,Clothing,Male,18,New York,No,97,0,97,3,291,1,The promotion quality does not match the product
2407,144416,2024-02-13,BF1548,Clothing,Male,20,Montreal,Yes,65,25,90,1,90,4,Lack of delivery delays is greatly appreciated.
2408,181601,2024-06-03,BF1548,Clothing,Male,19,San Francisco,No,65,0,65,1,65,5,Incredible detailing was clearly evident.
2409,169568,2023-12-03,BF1554,Ornaments,Male,19,San Francisco,No,20,0,20,1,20,5,Great design is one of the major positives of this product.
2410,181511,2024-08-10,BF1551,Ornaments,Male,31,Austin,No,15,0,15,2,30,4,Lack of delivery delays is greatly appreciated.
2411,151588,2024-03-26,BF1551,Ornaments,Male,23,London,Yes,15,40,55,1,55,4,Lack of delivery delays is greatly appreciated.
2412,180809,2024-08-10,BF1543,Clothing,Female,31,Cardiff,Yes,100,40,140,2,280,5,Great design is one of the major positives of this product.
2413,134212,2024-01-22,BF1544,Other,Female,27,Sacramento,No,9,0,9,1,9,4,Exquisite craftsmanship here is absolutely appreciated.
2414,132936,2024-09-20,BF1551,Ornaments,Male,21,Pittsburgh,No,15,0,15,4,60,4,Incredible detailing was clearly evident.
2415,194231,2023-11-20,BF1544,Other,Male,32,Miami,No,9,0,9,1,9,5,Great design is one of the major positives of this product.
2416,189356,2024-07-22,BF1554,Ornaments,Male,33,London,Yes,20,40,60,5,300,5,Great design is one of the major positives of this product.
2417,152192,2023-11-17,BF1547,Ornaments,Male,23,San Francisco,No,32,0,32,5,160,4,The product was delivered quickly.
2418,135410,2024-03-28,BF1545,Other,Male,18,Detroit,No,10,0,10,1,10,4,The product had excellent quality.
2419,185911,2024-07-12,BF1551,Ornaments,Male,35,Memphis,No,15,0,15,1,15,1,There is clear evidence of subpar detailing.
2420,143036,2023-12-27,BF1550,Clothing,Male,18,New York,No,97,0,97,4,388,5,The product had excellent quality.
2421,141950,2024-03-03,BF1551,Ornaments,Female,26,Sacramento,No,15,0,15,3,45,2,"Unfortunately, the delivery was late."
2422,168422,2024-04-15,BF1546,Clothing,Female,20,Liverpool,Yes,118,40,158,1,158,3,Had slight delays but the product was in good shape.
2423,178611,2024-11-03,BF1546,Clothing,Male,30,Austin,No,118,0,118,1,118,4,The product was delivered quickly.
2424,177474,2024-06-08,BF1551,Ornaments,Male,20,New Jersey,No,15,0,15,1,15,4,Incredible detailing was clearly evident.
2425,125136,2024-11-02,BF1554,Ornaments,Female,24,New Jersey,No,20,0,20,4,80,5,The product was affordable here compared to other brands.
2426,124265,2024-03-07,BF1543,Clothing,Male,22,New Jersey,No,100,0,100,1,100,1,Never buying from here again.
2427,147414,2024-01-04,BF1554,Ornaments,Female,20,Manchester,Yes,20,40,60,1,60,5,The delivery team handled the product with care.
2428,179655,2024-05-21,BF1543,Clothing,Male,20,Austin,No,100,0,100,2,200,5,The Product exhibits good design.
2429,120696,2024-02-09,BF1548,Clothing,Male,18,Toronto,Yes,65,25,90,2,180,4,The product was affordable here compared to other brands.
2430,149424,2023-12-30,BF1552,Ornaments,Male,27,Dublin,Yes,45,40,85,1,85,5,Lack of delivery delays is greatly appreciated.
2431,141271,2024-06-06,BF1549,Clothing,Female,20,Glasgow,Yes,130,40,170,1,170,3,Nothing too special.
2432,157485,2024-05-16,BF1552,Ornaments,Male,24,Memphis,No,45,0,45,3,135,2,There is clear evidence of subpar detailing.
2433,143327,2024-09-30,BF1545,Other,Male,31,San Francisco,No,10,0,10,1,10,5,The product had excellent quality.
2434,154725,2024-02-01,BF1550,Clothing,Male,19,Glasgow,Yes,97,40,137,1,137,3,Nothing too special.
2435,170518,2024-10-20,BF1549,Clothing,Female,22,Memphis,No,130,0,130,1,130,4,Discount deals was greatly appreciated.
2436,169559,2024-08-26,BF1544,Other,Male,22,Cardiff,Yes,9,40,49,1,49,3,The handling was questionable but incurred only minute damages.
2437,141322,2024-03-22,BF1548,Clothing,Male,25,Toronto,Yes,65,25,90,1,90,5,The product was delivered quickly.
2438,194736,2023-11-15,BF1551,Ornaments,Male,30,Miami,No,15,0,15,1,15,2,"Unfortunately, the delivery was late."
2439,136047,2024-09-08,BF1551,Ornaments,Male,23,Sydney,Yes,15,100,115,1,115,5,Exquisite craftsmanship here is absolutely appreciated.
2440,168470,2024-01-12,BF1552,Ornaments,Male,30,Sacramento,No,45,0,45,1,45,3,Average product
2441,127150,2024-05-19,BF1548,Clothing,Male,22,New Delhi,Yes,65,70,135,1,135,2,Low quality products are a usual here these days.
2442,121729,2023-12-16,BF1550,Clothing,Female,26,Memphis,No,97,0,97,1,97,2,The product had poor quality.
2443,182029,2023-12-02,BF1548,Clothing,Male,30,Portland,No,65,0,65,1,65,3,The handling was questionable but incurred only minute damages.
2444,140169,2024-06-26,BF1554,Ornaments,Female,31,Detroit,No,20,0,20,1,20,3,Had slight delays but the product was in good shape.
2445,123953,2024-02-12,BF1544,Other,Female,35,Mumbai,Yes,9,70,79,4,316,3,Had slight delays but the product was in good shape.
2446,158600,2024-10-01,BF1548,Clothing,Male,22,Cleveland,No,65,0,65,3,195,4,The delivery team handled the product with care.
2447,177814,2023-12-04,BF1553,Ornaments,Male,34,Las Vegas,No,50,0,50,3,150,4,The product was delivered quickly.
2448,168186,2024-10-29,BF1551,Ornaments,Female,18,Detroit,No,15,0,15,1,15,2,Never buying from here again.
2449,142919,2023-11-18,BF1550,Clothing,Male,30,San Francisco,No,97,0,97,1,97,4,The product was affordable here compared to other brands.
2450,136538,2024-07-01,BF1544,Other,Male,22,Manchester,Yes,9,40,49,1,49,4,The product was delivered quickly.
2451,170334,2024-02-29,BF1544,Other,Male,24,Mumbai,Yes,9,70,79,2,158,5,The product was delivered quickly.
2452,187669,2023-11-21,BF1544,Other,Male,24,Mumbai,Yes,9,70,79,1,79,1,The promotion quality does not match the product
2453,140363,2024-01-17,BF1543,Clothing,Female,23,Austin,No,100,0,100,3,300,5,The product was delivered quickly.
2454,167646,2024-09-07,BF1548,Clothing,Male,26,Sacramento,No,65,0,65,1,65,5,Lack of delivery delays is greatly appreciated.
2455,192792,2024-06-20,BF1544,Other,Male,26,Austin,No,9,0,9,3,27,2,Low quality products are a usual here these days.
2456,194340,2024-07-02,BF1547,Ornaments,Male,35,New Delhi,Yes,32,70,102,1,102,2,Never buying from here again.
2457,169513,2024-09-17,BF1549,Clothing,Male,21,Cleveland,No,130,0,130,2,260,5,The product was delivered quickly.
2458,155785,2024-03-01,BF1543,Clothing,Male,26,Memphis,No,100,0,100,1,100,1,Waste of Money.
2459,135004,2024-08-06,BF1543,Clothing,Male,30,Liverpool,Yes,100,40,140,1,140,4,The delivery team handled the product with care.
